MSFRTN_RESC_REPRT_NO,ACDNT_CAUSE,PRCS_RESULT_SE_NM,DCLR_YMD,DCLR_TM,DCLR_YR,SEASON_SE_NM,QTR_SE,DCLR_MNTH,DCLR_DAY,DCLR_HOUR,DCLR_MIN,DAYWK,DSP_YMD,DSP_TM,DSP_YR,DSP_MNTH,DSP_DAY,DSP_HOUR,DSP_MIN,SPT_ARVL_YMD,SPT_ARVL_TM,SPT_ARVL_YR,SPT_ARVL_MNTH,SPT_ARVL_DAY,SPT_ARVL_HOUR,SPT_ARVL_MIN,RESC_CMPTN_YMD,RESC_CMPTN_TM,RESC_CMPTN_YR,RESC_CMPTN_MNTH,RESC_CMPTN_DAY,RESC_CMPTN_HOUR,RESC_CMPTN_MIN,HMG_YMD,HMG_TM,HMG_YR,HMG_MNTH,HMG_DAY,HMG_HOUR,HMG_MIN,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LOC_INFO_X,LOC_INFO_Y,SPT_FRSTT_DIST,ACDNT_PLACE_NM,ACDNT_PLACE_DETAIL_NM,ACDNT_CAUSE_ASORT_NM,TIME_UNIT_TMPRT,TIME_UNIT_WS,TIME_UNIT_WD,TIME_UNIT_HUMIDITY,FRSTT_NM,WARD_NM,LFDAU_NM
20204201102M00122,"불꽃, 불티",인명검색,20200117,065511,2020,겨울,1,01,17,06,55,금요일,20200117,065552,2020,01,17,06,55,20200117,070254,2020,01,17,07,02,20200117,070749,2020,01,17,07,07,20200117,074350,2020,01,17,07,43,강원도,춘천시,교동,동,127.7372,37.8814,3,단독주택,단독주택,부주의,-8,135.0,2.0,86,춘천소방서,후평119안전센터,
20204204105M00099,작동기기,안전조치,20200117,103003,2020,겨울,1,01,17,10,30,금요일,20200117,103047,2020,01,17,10,30,20200117,103712,2020,01,17,10,37,20200117,104459,2020,01,17,10,44,20200117,115532,2020,01,17,11,55,강원도,동해시,지흥동,동,129.0988,37.5123,7,자동차,화물자동차,기계적 요인,3,225.0,2.0,46,동해소방서,북삼119안전센터,
20204210105M00160,"불꽃, 불티",,20200117,115300,2020,겨울,1,01,17,11,53,금요일,20200117,115400,2020,01,17,11,54,20200117,115600,2020,01,17,11,56,20200117,121000,2020,01,17,12,10,20200117,124000,2020,01,17,12,40,강원도,고성군,현내면,면,,,17,야외,쓰레기,부주의,6,360.0,2.0,46,고성소방서,거진119안전센터,현내119지역대
20204210105M00160,"불꽃, 불티",,20200205,193422,2020,겨울,1,02,05,19,34,금요일,20200205,193422,2020,02,05,19,34,20200205,193422,2020,02,05,19,34,20200205,193422,2020,02,05,19,34,20200205,193422,2020,02,05,19,34,강원도,동해시,천곡동,동,,,8,단독주택,단독주택,부주의,4,315.0,2.0,70,동해소방서,천곡119안전센터,
20204208102M00030,"불꽃, 불티",안전조치,20200119,085723,2020,겨울,1,01,19,08,57,일요일,20200119,085812,2020,01,19,08,58,20200119,090700,2020,01,19,09,07,20200119,091000,2020,01,19,09,10,20200119,095300,2020,01,19,09,53,강원도,홍천군,홍천읍,읍,127.825,37.6553,9,공장시설,제재 및 목공업,부주의,-3,315.0,2.0,74,홍천소방서,홍천119안전센터,
20204215101M00036,"불꽃, 불티",자체처리,20200119,161858,2020,겨울,1,01,19,16,18,일요일,20200119,161931,2020,01,19,16,19,20200119,162200,2020,01,19,16,22,20200119,163031,2020,01,19,16,30,20200119,174026,2020,01,19,17,40,강원도,인제군,서화면,면,,,23,창고시설,"창고, 물품저장소",부주의,1,270.0,6.5,55,인제소방서,원통119안전센터,서화119지역대
20204201114M00238,작동기기,안전조치,20200120,075619,2020,겨울,1,01,20,07,56,월요일,20200120,075656,2020,01,20,07,56,20200120,080254,2020,01,20,08,02,20200120,101602,2020,01,20,10,16,20200120,101602,2020,01,20,10,16,강원도,춘천시,동면,면,127.7617,37.8858,2,음식점,중식,부주의,-6,360.0,2.0,93,춘천소방서,후평119안전센터,
20204213103M00039,"담뱃불, 라이터불",,20200120,105100,2020,겨울,1,01,20,10,51,월요일,20200120,105100,2020,01,20,10,51,20200120,105214,2020,01,20,10,52,20200120,105600,2020,01,20,10,56,20200120,114008,2020,01,20,11,40,강원도,횡성군,우천면,면,,,13,자동차,화물자동차,부주의,-1,45.0,2.0,97,횡성소방서,우천119안전센터,
20204213105M00071,미상,안전조치,20200120,141238,2020,겨울,1,01,20,14,12,월요일,20200120,141325,2020,01,20,14,13,20200120,142107,2020,01,20,14,21,20200120,145517,2020,01,20,14,55,20200120,161559,2020,01,20,16,15,강원도,원주시,소초면,면,127.9781,37.4444,18,공장시설,그 밖의 공업,미상,4,180.0,2.0,30,원주소방서,태장119안전센터,
20204203109M00175,작동기기,타기관처리,20200121,040245,2020,겨울,1,01,21,04,02,화요일,20200121,040321,2020,01,21,04,03,20200121,041847,2020,01,21,04,18,20200121,053335,2020,01,21,05,33,20200121,080500,2020,01,21,08,05,강원도,강릉시,강동면,면,129.0003,37.7094,15,위생시설,기타 위생시설,기계적 요인,-4,225.0,2.0,47,강릉소방서,옥계119안전센터,정동119지역대
20204210103M00026,"불꽃, 불티",기타,20200121,133229,2020,겨울,1,01,21,13,32,화요일,20200121,133404,2020,01,21,13,34,20200121,133957,2020,01,21,13,39,20200121,134352,2020,01,21,13,43,20200121,142646,2020,01,21,14,26,강원도,철원군,서면,면,127.4242,38.2092,18,야외,쓰레기,부주의,1,360.0,2.0,0,철원소방서,김화119안전센터,
20204202103M00223,작동기기,인명검색,20200121,170756,2020,겨울,1,01,21,17,07,화요일,20200121,170837,2020,01,21,17,08,20200121,171311,2020,01,21,17,13,20200121,171713,2020,01,21,17,17,20200121,180149,2020,01,21,18,01,강원도,원주시,단계동,동,127.9314,37.3564,8,공동주택,아파트,전기적 요인,4,360.0,2.0,25,원주소방서,학성119안전센터,
20204201103M00201,작동기기,자체처리,20200121,213328,2020,겨울,1,01,21,21,33,화요일,20200121,213406,2020,01,21,21,34,20200121,213722,2020,01,21,21,37,20200121,213916,2020,01,21,21,39,20200121,221916,2020,01,21,22,19,강원도,춘천시,약사동,동,127.7236,37.8714,5,판매시설,할인점(마트),전기적 요인,-3,360.0,2.0,68,춘천소방서,소양119안전센터,
20204203104M00107,"불꽃, 불티",인명검색,20200121,220341,2020,겨울,1,01,21,22,03,화요일,20200121,220503,2020,01,21,22,05,20200121,222250,2020,01,21,22,22,20200121,223745,2020,01,21,22,37,20200122,004555,2020,01,22,00,45,강원도,강릉시,연곡면,면,128.6426,37.8314,33,기타주택,비닐하우스,부주의,2,135.0,2.0,26,강릉소방서,주문진119안전센터,
20204219301M00049,작동기기,안전조치,20200122,170756,2020,겨울,1,01,22,17,07,수요일,20200122,170852,2020,01,22,17,08,20200122,172741,2020,01,22,17,27,20200122,173407,2020,01,22,17,34,20200122,205000,2020,01,22,20,50,강원도,춘천시,사북면,면,127.6444,38.0394,23,동식물시설,농예용 온실,전기적 요인,6,315.0,2.0,32,춘천소방서,신북119안전센터,
20204203108M00140,"불꽃, 불티",안전조치,20200122,181923,2020,겨울,1,01,22,18,19,수요일,20200122,181945,2020,01,22,18,19,20200122,182700,2020,01,22,18,27,20200122,190218,2020,01,22,19,02,20200122,195718,2020,01,22,19,57,강원도,강릉시,지변동,동,128.8731,37.7785,4,단독주택,단독주택,부주의,6,225.0,10.5,49,강릉소방서,경포119안전센터,
20204202105M00069,"담뱃불, 라이터불",,20200122,194924,2020,겨울,1,01,22,19,49,수요일,20200122,195009,2020,01,22,19,50,20200122,195652,2020,01,22,19,56,20200122,201339,2020,01,22,20,13,20200122,214239,2020,01,22,21,42,강원도,원주시,호저면,면,127.9256,37.4151,18,야외,쓰레기,부주의,-1,180.0,2.0,83,원주소방서,태장119안전센터,
20204203109M00190,"담뱃불, 라이터불",안전조치,20200122,195726,2020,겨울,1,01,22,19,57,수요일,20200122,195915,2020,01,22,19,59,20200122,200226,2020,01,22,20,02,20200122,201758,2020,01,22,20,17,20200122,213058,2020,01,22,21,30,강원도,강릉시,학동,동,128.9216,37.7551,7,산불,사유림,부주의,6,225.0,6.5,48,강릉소방서,포남119안전센터,
20204203103M00084,작동기기,인명구조,20200123,052412,2020,겨울,1,01,23,05,24,목요일,20200123,052509,2020,01,23,05,25,20200123,053043,2020,01,23,05,30,20200123,053625,2020,01,23,05,36,20200123,070601,2020,01,23,07,06,강원도,강릉시,강문동,동,128.9144,37.7992,9,숙박시설,호텔,전기적 요인,2,225.0,2.0,73,강릉소방서,경포119안전센터,
20204214103M00038,"담뱃불, 라이터불",안전조치,20200123,120529,2020,겨울,1,01,23,12,05,목요일,20200123,120621,2020,01,23,12,06,20200123,121049,2020,01,23,12,10,20200123,124505,2020,01,23,12,45,20200123,162828,2020,01,23,16,28,강원도,평창군,봉평면,면,128.3676,37.6236,35,단독주택,단독주택,부주의,7,90.0,2.0,54,평창소방서,봉평119안전센터,
20204200122M00015,"담뱃불, 라이터불",안전조치,20200123,125206,2020,겨울,1,01,23,12,52,목요일,20200123,125332,2020,01,23,12,53,20200123,125624,2020,01,23,12,56,20200123,133942,2020,01,23,13,39,20200123,152739,2020,01,23,15,27,강원도,횡성군,우천면,면,128.1536,37.4717,22,산불,사유림,부주의,9,180.0,2.0,40,횡성소방서,둔내119안전센터,
20204218401M00022,작동기기,안전조치,20200123,165534,2020,겨울,1,01,23,16,55,목요일,20200123,165646,2020,01,23,16,56,20200123,170232,2020,01,23,17,02,20200123,170534,2020,01,23,17,05,20200123,181121,2020,01,23,18,11,강원도,양구군,해안면,면,128.1373,38.2948,29,야외,기타야외,전기적 요인,7,270.0,2.0,38,양구소방서,양구119안전센터,
20204202404M00196,작동기기,,20200123,173659,2020,겨울,1,01,23,17,36,목요일,20200123,173726,2020,01,23,17,37,20200123,174056,2020,01,23,17,40,20200123,174153,2020,01,23,17,41,20200123,183051,2020,01,23,18,30,강원도,원주시,명륜동,동,127.9453,37.3325,4,자동차,승용자동차,기계적 요인,9,225.0,2.0,29,원주소방서,혁신119안전센터,명륜119지역대
20204217302M00079,"마찰, 전도, 복사",인명검색,20200123,205314,2020,겨울,1,01,23,20,53,목요일,20200123,205348,2020,01,23,20,53,20200123,205801,2020,01,23,20,58,20200123,210114,2020,01,23,21,01,20200123,215603,2020,01,23,21,56,강원도,양양군,양양읍,읍,128.6225,38.0756,1,음식점,일반주점,부주의,2,180.0,2.0,97,양양소방서,양양119안전센터,
20204203103M00086,"마찰, 전도, 복사",안전조치,20200123,210615,2020,겨울,1,01,23,21,06,목요일,20200123,210810,2020,01,23,21,08,20200123,211537,2020,01,23,21,15,20200123,213138,2020,01,23,21,31,20200123,225230,2020,01,23,22,52,강원도,강릉시,대전동,동,128.8558,37.8022,7,"연구,학원",연구소,기계적 요인,5,225.0,2.0,76,강릉소방서,경포119안전센터,
20204203109M00204,미상,안전조치,20200124,113157,2020,겨울,1,01,24,11,31,금요일,20200124,113352,2020,01,24,11,33,20200124,113622,2020,01,24,11,36,20200124,115250,2020,01,24,11,52,20200124,130554,2020,01,24,13,05,강원도,강릉시,입암동,동,128.9062,37.7546,5,일상서비스,기타 일상서비스,미상,4,270.0,2.0,94,강릉소방서,옥천119안전센터,
20204211105M00036,"불꽃, 불티",안전조치,20200124,142300,2020,겨울,1,01,24,14,23,금요일,20200124,142422,2020,01,24,14,24,20200124,144022,2020,01,24,14,40,20200124,144100,2020,01,24,14,41,20200124,151000,2020,01,24,15,10,강원도,정선군,정선읍,읍,128.5904,37.4057,12,야외,쓰레기,부주의,9,135.0,2.0,58,정선소방서,조양119안전센터,
20204214102M00074,"담뱃불, 라이터불",자체처리,20200124,173404,2020,겨울,1,01,24,17,34,금요일,20200124,173530,2020,01,24,17,35,20200124,174827,2020,01,24,17,48,20200124,175330,2020,01,24,17,53,20200124,184030,2020,01,24,18,40,강원도,평창군,진부면,면,128.5236,37.6047,48,야외,기타야외,부주의,2,45.0,2.0,88,평창소방서,진부119안전센터,
20204202105M00080,"불꽃, 불티",타기관처리,20200124,183843,2020,겨울,1,01,24,18,38,금요일,20200124,183910,2020,01,24,18,39,20200124,184620,2020,01,24,18,46,20200124,185203,2020,01,24,18,52,20200124,192558,2020,01,24,19,25,강원도,원주시,소초면,면,127.9938,37.3946,8,들불,숲,부주의,1,225.0,2.0,78,원주소방서,태장119안전센터,소초119지역대
20204203105M00140,기타,안전조치,20200125,064015,2020,겨울,1,01,25,06,40,토요일,20200125,064056,2020,01,25,06,40,20200125,064535,2020,01,25,06,45,20200125,065052,2020,01,25,06,50,20200125,073003,2020,01,25,07,30,강원도,강릉시,교동,동,128.8964,37.7581,3,숙박시설,여인숙,부주의,2,225.0,6.5,94,강릉소방서,유천119안전센터,
20204219301M00056,"불꽃, 불티",안전조치,20200125,124100,2020,겨울,1,01,25,12,41,토요일,20200125,124130,2020,01,25,12,41,20200125,124440,2020,01,25,12,44,20200125,125849,2020,01,25,12,58,20200125,145822,2020,01,25,14,58,강원도,화천군,상서면,면,127.6658,38.2072,17,단독주택,단독주택,부주의,7,270.0,2.0,59,화천소방서,화천119안전센터,
20204201113M00185,미상,,20200125,130357,2020,겨울,1,01,25,13,03,토요일,20200125,130456,2020,01,25,13,04,20200125,132201,2020,01,25,13,22,20200125,134509,2020,01,25,13,45,20200125,190000,2020,01,25,19,00,강원도,춘천시,동산면,면,127.7719,37.7594,27,자동차,승용자동차,미상,8,225.0,2.0,59,춘천소방서,대룡119안전센터,
20204207106M00120,"불꽃, 불티",인명구조,20200125,194628,2020,겨울,1,01,25,19,46,토요일,20200125,194658,2020,01,25,19,46,20200125,195020,2020,01,25,19,50,20200125,200915,2020,01,25,20,09,20200126,011415,2020,01,26,01,14,강원도,동해시,묵호진동,동,129.1175,37.5556,13,공동주택,다세대주택,가스누출(폭발),7,360.0,2.0,75,동해소방서,묵호119안전센터,
20204208106M00017,"담뱃불, 라이터불",안전조치,20200126,040829,2020,겨울,1,01,26,04,08,일요일,20200126,040856,2020,01,26,04,08,20200126,041520,2020,01,26,04,15,20200126,043804,2020,01,26,04,38,20200126,071426,2020,01,26,07,14,강원도,홍천군,내촌면,면,128.0875,37.8139,27,단독주택,단독주택,방화,-3,135.0,2.0,93,홍천소방서,서석119안전센터,
20204205105M00092,"불꽃, 불티",,20200126,081243,2020,겨울,1,01,26,08,12,일요일,20200126,081341,2020,01,26,08,13,20200126,081618,2020,01,26,08,16,20200128,082004,2020,01,28,08,20,20200128,082304,2020,01,28,08,23,강원도,태백시,황지동,동,128.9746,37.1622,2,야외,쓰레기,부주의,0,360.0,2.0,91,태백소방서,황지119안전센터,
20204202103M00262,작동기기,기타,20200126,163128,2020,겨울,1,01,26,16,31,일요일,20200126,163156,2020,01,26,16,31,20200126,163513,2020,01,26,16,35,20200126,165117,2020,01,26,16,51,20200126,185055,2020,01,26,18,50,강원도,원주시,학성동,동,127.9526,37.3536,5,단독주택,단독주택,전기적 요인,10,90.0,2.0,35,원주소방서,학성119안전센터,
20204211103M00042,"담뱃불, 라이터불",자체처리,20200126,184953,2020,겨울,1,01,26,18,49,일요일,20200126,185032,2020,01,26,18,50,20200126,185422,2020,01,26,18,54,20200126,190611,2020,01,26,19,06,20200126,201651,2020,01,26,20,16,강원도,정선군,신동읍,읍,128.64,37.2097,34,단독주택,단독주택,부주의,4,45.0,2.0,75,정선소방서,신동119안전센터,
20204209107M00099,"불꽃, 불티",자체처리,20200126,185628,2020,겨울,1,01,26,18,56,일요일,20200126,185654,2020,01,26,18,56,20200126,190820,2020,01,26,19,08,20200126,191110,2020,01,26,19,11,20200126,204831,2020,01,26,20,48,강원도,정선군,신동읍,읍,128.6408,37.1992,36,기타건축물,기타 건축물,부주의,4,45.0,2.0,77,정선소방서,신동119안전센터,
20204210103M00041,작동기기,안전조치,20200127,042459,2020,겨울,1,01,27,04,24,월요일,20200127,042553,2020,01,27,04,25,20200127,043348,2020,01,27,04,33,20200127,050353,2020,01,27,05,03,20200127,075439,2020,01,27,07,54,강원도,철원군,근남면,면,127.4559,38.2533,18,동식물시설,우사,전기적 요인,3,135.0,2.0,0,철원소방서,김화119안전센터,
20204203107M00035,작동기기,안전조치,20200127,125650,2020,겨울,1,01,27,12,56,월요일,20200127,125800,2020,01,27,12,58,20200127,131450,2020,01,27,13,14,20200127,133701,2020,01,27,13,37,20200127,143000,2020,01,27,14,30,강원도,강릉시,강동면,면,128.9899,37.681,20,자동차,화물자동차,기계적 요인,-2,360.0,2.0,3,강릉소방서,내곡119안전센터,
20204219301M00062,"불꽃, 불티",안전조치,20200127,142425,2020,겨울,1,01,27,14,24,월요일,20200127,142529,2020,01,27,14,25,20200127,143227,2020,01,27,14,32,20200127,150429,2020,01,27,15,04,20200127,153254,2020,01,27,15,32,강원도,화천군,간동면,면,127.7802,38.0617,13,야외,기타야외,부주의,6,225.0,10.5,55,화천소방서,화천119안전센터,
20204217303M00057,작동기기,타기관처리,20200127,154208,2020,겨울,1,01,27,15,42,월요일,20200127,154243,2020,01,27,15,42,20200127,154747,2020,01,27,15,47,20200127,155419,2020,01,27,15,54,20200127,160645,2020,01,27,16,06,강원도,양양군,강현면,면,128.6086,38.1561,12,자동차,승용자동차,전기적 요인,7,45.0,6.5,60,양양소방서,강현119안전센터,
20204208107M00151,작동기기,안전조치,20200127,205553,2020,겨울,1,01,27,20,55,월요일,20200127,205630,2020,01,27,20,56,20200127,210058,2020,01,27,21,00,20200127,210640,2020,01,27,21,06,20200127,230303,2020,01,27,23,03,강원도,홍천군,홍천읍,읍,127.8739,37.68,3,자동차,승용자동차,전기적 요인,6,90.0,2.0,58,홍천소방서,홍천119안전센터,
20204211104M00070,작동기기,,20200128,071421,2020,겨울,1,01,28,07,14,화요일,20200128,071635,2020,01,28,07,16,20200128,073249,2020,01,28,07,32,20200128,073249,2020,01,28,07,32,20200128,081552,2020,01,28,08,15,강원도,정선군,고한읍,읍,128.9069,37.2061,40,단독주택,단독주택,전기적 요인,0,45.0,2.0,94,정선소방서,고한119안전센터,
20204213105M00109,작동기기,기타,20200128,163547,2020,겨울,1,01,28,16,35,화요일,20200128,163627,2020,01,28,16,36,20200128,164048,2020,01,28,17,10,20200128,164150,2020,01,28,17,10,20200128,183524,2020,01,28,18,35,강원도,횡성군,갑천면,면,127.9918,37.4927,18,단독주택,단독주택,부주의,8,45.0,,48,횡성소방서,횡성119안전센터,갑천119지역대
20204204103M00088,"담뱃불, 라이터불",인명구조,20200128,181847,2020,겨울,1,01,28,18,18,화요일,20200128,181920,2020,01,28,18,19,20200128,182326,2020,01,28,18,23,20200128,184045,2020,01,28,18,40,20200128,203045,2020,01,28,20,30,강원도,동해시,천곡동,동,129.1214,37.5178,8,음식점,한식,방화,7,45.0,6.5,59,동해소방서,천곡119안전센터,
20204209107M00110,작동기기,인명검색,20200128,232452,2020,겨울,1,01,28,23,24,화요일,20200128,232528,2020,01,28,23,25,20200128,232937,2020,01,28,23,29,20200128,233105,2020,01,28,23,31,20200129,024157,2020,01,29,02,41,강원도,영월군,영월읍,읍,128.468,37.1833,2,공공기관,국가 및 지방자치단체 청사,전기적 요인,2,45.0,2.0,80,영월소방서,영월119안전센터,
20204204103M00092,작동기기,자체처리,20200130,083902,2020,겨울,1,01,30,08,39,목요일,20200130,083938,2020,01,30,08,39,20200130,084949,2020,01,30,08,49,20200130,084950,2020,01,30,08,49,20200130,120607,2020,01,30,12,06,강원도,동해시,천곡동,동,129.1004,37.5282,9,공동주택,아파트,전기적 요인,5,45.0,6.5,73,동해소방서,천곡119안전센터,
20204216303M00058,작동기기,안전조치,20200130,144500,2020,겨울,1,01,30,14,45,목요일,20200130,144500,2020,01,30,14,45,20200130,145247,2020,01,30,14,52,20200130,145247,2020,01,30,14,52,20200130,161536,2020,01,30,16,15,강원도,고성군,죽왕면,면,128.5124,38.3682,5,야외,기타야외,전기적 요인,2,315.0,2.0,91,고성소방서,간성119안전센터,
